date,open,high,low,close,volume,sma_20,sma_50,rsi
2025-08-06,114129.75,115716.0,113355.13,114992.27,9761.15318,116812.95799999998,112622.23939999999,36.66161064882412
2025-08-07,114992.27,117621.0,114259.0,117472.01,13468.56263,116790.3165,112873.944,47.31354191527535
2025-08-08,117472.02,117630.0,115878.71,116674.74,10045.31278,116732.0535,113114.26699999999,47.107935087137186
2025-08-09,116674.74,117944.05,116299.13,116462.25,9514.13144,116691.90999999999,113377.5522,45.48707984897285
2025-08-10,116462.25,119311.11,116460.63,119294.01,14322.77073,116787.5925,113721.03219999999,49.65248351055128
2025-08-11,119294.27,122335.16,118050.11,118686.0,26494.33429,116724.17150000001,114075.47480000001,51.86265210504057
2025-08-12,118686.0,120324.43,118207.47,120134.08,16720.10893,116793.076,114371.4778,56.038530299409715
2025-08-13,120134.09,123667.79,118920.92,123306.43,23210.07102,117041.348,114715.94639999999,62.928326363177526
2025-08-14,123306.44,124474.0,117180.0,118295.09,27980.947586,117075.38700000002,114935.0366,55.256456319249025
2025-08-15,118295.09,119216.82,116803.99,117342.05,13623.33874,117046.48999999999,115142.9364,58.96218177885613
2025-08-16,117342.04,117898.99,117143.98,117380.66,6393.68117,116944.7455,115349.59780000002,61.06291451803434
2025-08-17,117380.66,118575.0,117172.21,117405.01,5898.64192,116911.88,115551.76220000001,57.90707765595785
2025-08-18,117405.01,117543.75,114640.14,116227.05,17745.93954,116825.69450000001,115709.16459999999,52.85262963179316
2025-08-19,116227.05,116725.69,112732.58,112872.94,18065.47424,116577.32650000001,115823.6934,47.2644300818009
2025-08-20,112872.95,114615.38,112380.0,114271.24,15636.34194,116502.6845,115995.49539999999,48.4663771976581
2025-08-21,114271.23,114821.76,112015.67,112500.0,10839.69235,116462.78799999999,116068.5034,39.09594800804072
2025-08-22,112500.0,117429.05,111684.79,116935.99,23128.09037,116682.26999999999,116215.5276,50.494087404960275
2025-08-23,116936.0,117030.0,114560.0,115438.05,11329.36197,116743.7325,116364.60379999998,48.152802646747766
2025-08-24,115438.06,115666.68,110680.0,113493.59,21175.98462,116665.6605,116470.5132,39.192749381609175
2025-08-25,113493.59,113667.28,109274.1,110111.98,25182.79379,116464.77200000003,116488.67599999999,35.52144624439957
2025-08-26,110111.98,112371.0,108666.66,111763.22,18452.43877,116303.31950000001,116558.6816,35.960840639542965
2025-08-27,111763.22,112625.0,110345.42,111262.01,13392.60875,115992.81950000001,116605.46220000001,27.811719365987017
2025-08-28,111262.01,113485.9,110862.42,112566.9,11104.27744,115787.42750000002,116632.12039999999,37.778531637575504
2025-08-29,112566.9,112638.64,107463.9,108377.4,22580.31045,115383.18500000001,116479.4684,33.19427056912252
2025-08-30,108377.4,108926.15,107350.1,108816.33,10708.39159,114859.301,116305.2418,34.182152378145034
2025-08-31,108816.33,109480.02,108076.93,108246.35,9489.51596,114337.31850000001,116121.76879999999,33.418654063965604
2025-09-01,108246.36,109912.4,107255.0,109237.42,16053.60219,113792.4855,115924.78439999999,37.25936886972772
2025-09-02,109237.43,111771.52,108393.39,111240.01,18510.28756,113189.1645,115752.761,46.869256622678435
2025-09-03,111240.01,112575.27,110528.71,111705.71,11773.72084,112859.69549999999,115631.7134,44.898802410687836
2025-09-04,111705.72,112180.0,109329.12,110730.87,12203.13536,112529.1365,115473.72219999999,46.367282068341
2025-09-05,110730.87,113384.62,110206.96,110659.99,21587.40888,112193.103,115303.3708,34.29809795825237
2025-09-06,110660.0,111307.7,109977.0,110187.97,5000.29897,111832.251,115148.63339999999,36.15406362809697
2025-09-07,110187.98,111600.0,110180.0,111137.34,5681.29944,111577.76549999998,115014.5802,43.44168253651922
2025-09-08,111137.35,112924.37,110621.78,112065.23,11582.40211,111537.37999999998,114910.5824,56.296699378663334
2025-09-09,112065.23,113293.29,110766.66,111546.39,15379.28248,111401.1375,114793.90299999999,49.24595085030926
2025-09-10,111546.38,114313.13,110917.45,113960.0,17517.41823,111474.1375,114674.0146,58.28106746977156
2025-09-11,113960.0,115488.09,113430.0,115482.69,13676.73119,111401.47249999999,114608.5486,58.83149350826364
2025-09-12,115482.69,116665.63,114740.99,116029.42,15324.10719,111431.04100000001,114562.3172,79.73935767508166
2025-09-13,116029.41,116298.78,115127.27,115918.29,8269.40394,111552.276,114528.3968,78.32323283886372
2025-09-14,115918.29,116165.19,115135.0,115268.01,6707.60197,111810.07749999998,114475.35719999998,77.82477547306782
2025-09-15,115268.01,116757.99,114384.0,115349.71,13212.51149,111989.402,114394.0404,76.10244724455448
2025-09-16,115349.71,116964.27,114737.11,116788.96,10926.9094,112265.74949999999,114368.5732,74.89450359939453
2025-09-17,116788.96,117286.73,114720.81,116447.59,16754.2454,112459.78399999999,114338.50979999999,71.51371068725832
2025-09-18,116447.6,117900.0,116092.76,117073.53,11657.23365,112894.5905,114323.17439999999,79.71719594816194
2025-09-19,117073.53,117459.99,115100.0,115632.38,8992.09065,113235.393,114320.5404,70.64608199488951
2025-09-20,115632.39,116121.81,115408.47,115685.63,4674.92752,113607.35699999999,114368.2944,73.64951132218322
2025-09-21,115685.63,115819.06,115188.0,115232.29,4511.52219,113907.10049999999,114422.01319999999,68.40068049647837
2025-09-22,115232.29,115379.25,111800.0,112650.99,20781.71356,113977.64950000001,114390.85699999999,52.29160178959017
2025-09-23,112650.99,113290.5,111458.73,111998.8,12301.3203,113992.304,114329.73240000001,51.75163563686656
2025-09-24,111998.8,113940.0,111042.66,113307.0,12369.25967,114121.1105,114313.2774,47.23504723707967
2025-09-25,113307.01,113510.23,108631.51,108994.49,21231.14957,114037.8355,114193.32179999999,27.777610331037664
2025-09-26,108994.49,110300.0,108620.07,109643.46,14243.01591,114010.61000000002,114036.7508,28.27990460240349
2025-09-27,109643.46,109743.91,109064.4,109635.85,5501.78643,113935.53550000003,113895.97300000001,28.480461133954435
2025-09-28,109635.85,112350.0,109189.99,112163.95,7542.3316,113940.47150000001,113810.007,40.57941544946003
2025-09-29,112163.96,114400.0,111560.65,114311.96,15541.12005,114078.75,113710.366,47.201501090275215
2025-09-30,114311.97,114792.0,112656.27,114048.93,15044.15633,114083.1965,113617.62460000001,42.110467222229545
2025-10-01,114048.94,118649.1,113966.67,118594.99,20036.39516,114238.8115,113586.8428,54.977825334289015
2025-10-02,118594.99,121022.07,118279.31,120529.35,19670.83503,114463.80799999999,113531.30120000002,57.55268798780318
2025-10-03,120529.35,123894.99,119248.3,122232.0,23936.328,114779.49350000001,113610.0394,64.26045762282632
2025-10-04,122232.21,122800.0,121510.0,122391.0,8208.16678,115135.643,113711.0184,64.42304755406784
2025-10-05,122390.99,125708.42,122136.0,123482.31,22043.097553,115542.273,113833.05139999998,67.27152445432583
2025-10-06,123482.32,126199.63,123084.0,124658.54,19494.628793,115935.75200000001,113978.12199999999,76.7092871636245
2025-10-07,124658.54,125126.0,120574.94,121332.95,21633.99385,116180.02000000002,114080.24,68.55575563094716
2025-10-08,121332.96,124197.25,121066.14,123306.0,17012.618,116491.6435,114288.9012,69.36553705230146
2025-10-09,123306.01,123762.94,119651.47,121662.4,21559.36007,116793.14450000001,114436.7244,77.36336902750477
2025-10-10,121662.41,122550.0,102000.0,112774.5,64171.93927,116647.58800000002,114442.21440000001,54.98787695346724
2025-10-11,112774.49,113322.39,109561.59,110644.4,35448.51652,116418.19350000001,114316.3826,51.50489465662795
2025-10-12,110644.4,115770.0,109565.06,114958.8,32255.30272,116533.58399999999,114306.79759999999,53.95923932060057
2025-10-13,114958.81,115963.81,113616.5,115166.0,22557.24033,116691.94399999999,114340.24579999998,51.28024781078882
2025-10-14,115166.0,115409.96,109866.0,113028.14,31870.32974,116678.001,114398.569,48.55122056037999
2025-10-15,113028.13,113612.35,110164.0,110763.28,22986.48811,116766.4405,114378.57020000002,38.11508459817573
2025-10-16,110763.28,111982.45,107427.0,108194.28,29857.17252,116693.9815,114317.21559999998,31.634812515353858
2025-10-17,108194.27,109240.0,103528.23,106431.68,37920.66838,116533.773,114194.51120000001,26.517461440371918
